"x"	"y"
8.5531746031746	272.608653421495
13.0988095238095	271.59675410553
21.1150793650794	270.534683850463
48.893253968254	268.962981813791
16.6873015873016	273.841065695295
20.4940476190476	273.062439366971
63.3472222222222	272.00824155181
368.878968253968	271.596749012139
32.2424603174603	273.461560547385
35.4214285714286	272.145998878896
35.4214285714286	271.721607627705
39.9003968253968	271.23900683551
16.7202380952381	272.919018337937
20.4527777777778	272.247660661453
27.3551587301587	271.552941176583
48.6900793650794	270.962689532037
12.4412698412698	274.12076312889
182.380952380952	273.391513103881
196.427380952381	272.853112626554
200.715079365079	272.22249464963
12.7515873015873	273.042934260904
17.3150793650794	271.51542641776
27.7313492063492	270.885126630552
103.419047619048	270.331496427736
9.19126984126984	271.711000049544
12.1202380952381	270.295875455529
16.4599206349206	269.047888028341
32.3948412698413	266.886493017953
8.68849206349206	274.130668605799
16.940873015873	273.747220322871
38.9206349206349	272.974420122014
43.4757936507936	271.795608349863
251.600396825397	272.320638514318
443.849603174603	271.201175755464
447.511904761905	270.774900897559
473.897222222222	268.665722258146
16.8035714285714	272.646337802519
25.9710317460317	270.837565712318
29.8833333333333	270.23004470779
98.1392857142857	269.821929287848
25.3222222222222	271.730751968863
31.7801587301587	270.061552565235
39.7849206349206	269.013196902057
65.484126984127	268.642879006228
16.2821428571429	270.341550441912
20.0583333333333	268.913009232194
35.0329365079365	268.514315482356
44.590873015873	268.076626301355
9.12460317460318	273.145280562337
13.5035714285714	272.534954037644
22.2325396825397	271.212038561363
54.9738095238095	270.424276360057
13.3535714285714	273.236826298571
17.0047619047619	272.374157247372
27.9095238095238	270.305287593584
37.0785714285714	269.873827033665
7.98293650793651	272.704644749827
11.8214285714286	271.580012738615
45.1230158730159	271.069193059733
70.4170634920635	270.611600514374
12.0531746031746	272.934880217604
19.4821428571429	272.412462876789
23.0873015873016	271.214500120285
23.0873015873016	270.693325985557
12.1174603174603	271.203497149195
16.9583333333333	270.30265851618
27.8496031746032	269.802341556436
40.040873015873	268.440340486156
7.56746031746032	273.737212495399
26.2333333333333	271.518897053777
29.6484126984127	270.676344326358
162.514285714286	268.907321426076
16.1420634920635	271.653989924936
412.570634920635	269.461062906071
416.309126984127	268.808185951826
420.136507936508	268.18093439834
12.5369047619048	271.817350654581
37.0436507936508	271.393995018439
281.932936507937	271.133647753371
546.309920634921	269.943272783156
7.02460317460317	271.93981729945
11.3559523809524	270.437567293328
40.3603174603175	269.520553488456
48.2944444444444	269.010544982461
23.1904761904762	273.361439811594
71.7694444444444	272.845574685154
71.7694444444444	271.788241440549
89.1615079365079	271.129156273459
43.4821428571429	273.185895356774
43.4821428571429	272.158349674227
43.4821428571429	271.022155520389
46.7444444444444	269.782149551691
7.73293650793651	273.571185032801
173.128968253968	273.141208333448
173.128968253968	272.386833593813
283.238095238095	272.016374502853
7.86746031746032	272.296898406097
17.5920634920635	271.483966456021
94.3968253968254	271.019938868348
94.3968253968254	268.947127512175
13.2742063492063	273.362482611843
25.8456349206349	272.645003870879
49.6198412698413	272.252561271363
49.6198412698413	271.645835547522
18.9869047619048	273.631923684466
101.438095238095	273.208124546649
130.603571428571	272.513672272353
134.478174603175	271.957703987137
9.76746031746032	273.235558048245
20.5043650793651	271.560594008618
202.56746031746	270.881826126455
203.701984126984	269.536845990257
85.8718253968254	273.887228202105
96.5690476190476	273.535195685007
100.976587301587	273.029088375324
101.368253968254	270.712960523365
13.6912698412698	273.212177581519
41.2472222222222	271.308232799208
67.4035714285714	269.517113464684
97.2015873015873	268.885335867805
8.26031746031746	272.247268973859
11.8559523809524	270.989491291096
15.3071428571429	269.578871625126
18.7361111111111	268.094543038926
8.28412698412698	273.092637691456
12.7464285714286	271.704980510982
30.1706349206349	271.227885219011
60.4924603174603	270.835190663217
13.975	274.247056917241
21.809126984127	273.561084092787
26.5666666666667	272.623060165737
31.1484126984127	272.002799429685
10.7246031746032	272.914978303357
16.6535714285714	272.150847590579
